Unnamed: 0,web-scraper-order,web-scraper-start-url,article,title,stance,perspective
557,1582734815-1565,https://www.debate.org/opinions/is-abortion-wrong,"A lot of people say that abortion is the only way out of a sticky situation you might get yourself into. Well, it's not. Adoption is ALWAYS an option. Yeah it might be an annoying, aggravating     9 month wait, but if I had the option of weather I would want to bear the guilt of giving a baby up or killing a baby that could of been something amazing, I would definitely choose adoption. When you look at the amount of women abortion saves vs the amount of babies that it prevents from living on this planet, I think it would be worth losing 12 women to save 100,000 babies.   Seriously abortion prevents the life that baby could have! Where would we be today if Benjamin Franklin's mom would of aborted him?   Exactly. There would be no electricity. That baby that you want to abort could be something in this world. Even if you debate weather the fetus is considered a baby or not, do you really want to ruin the chances of a beautiful baby? Think about your life. Think of the thought of never ever being born. Do you mean anything to anyone? Because even if you don't you do to God. If you were never born, that person you mean so much to wouldn't even know you.   Even if   you do t mean something to the world, you do mean the world to someone out there. If are debating weather the term ""murder"" should be used, just go look   the definition up.   It's killing a baby.   If you say that the bible says murder is ok, well then you need to do some studying.   Is murder ok? No, no it is not.",Death of a child VS the life of a child,against,[7]
2426,1580224689-94,https://www.debate.org/opinions/do-women-have-the-right-to-abortion,"Women have the right to have an abortion. If men have the right to either pay child support or go to jail and sadly some of them go to jail because, they just don't want to pay. You are saying because there is a baby in them. So what. What if the woman was rape. You are going to force to keep a baby that would probably remind her of a horrible experience. How about we have women keeping this right because, the government feels the need to take away other rights.",Let Them Be,for,[2]
8,1582733989-666,https://www.debate.org/opinions/should-abortion-be-legal,"I believe that abortion is murder. However a lot of people are asking, What if she gets raped? She didn't make a decision to get raped, why does she have to ""end"" her life for a baby she didn't want?   It happened because God allowed it to happen for a reason.   Her life does not have to end. If she doesn't want to keep the baby, there is always the option of adoption.",Abortion is murder. But what about when a young girl gets raped?,against,[16]
1327,1582734700-960,https://www.debate.org/opinions/should-abortion-be-illegal,"Having an abortion is killing a baby that is a human, it is still murder and just because you dont won't the baby doesn't mean that the baby doesn't want to be born , oh wait but the baby can't talk so everyone just does what they want to do, but it is not right",Your killing a human,against,[16]
2295,1582735067-2712,https://www.debate.org/opinions/do-you-think-abortion-is-wrong,I was raised in a religious family where abortions was equivalent to murder but now I think it's all an emotional blackmail to really make you pay for your mistakes. I havnt had one but I don't think I would be bothered either way if I didn't want a child I would do what I could not to have one. End of story. Yes that foetus could of been a baby but it hasn't because someone decided to stop it we play an important role in our fate and having a baby just because your pregnant and feel guilty about murder can ruin your life as well as the kids and your relationships with other people. I know I wouldn't make that sacrifice.,I no longer have a problem with abortions,for,[2]
961,1582734815-1605,https://www.debate.org/opinions/is-abortion-wrong,"No one can guess what the innocent and silent baby is thinking about. We should not presume that the baby may not want to live in a poor house, or that it does not want to live because it is going to suffer severe health problems. Therefore, abortion is not the only right answer.",The silent baby,against,[17]
454,1582734700-887,https://www.debate.org/opinions/should-abortion-be-illegal,You can give the child for adoption.Abortion isn't the only option you have. Just because you don´t want him doesn´t mean he has to die. How would u feel knowing that a child you had you killed because of your decision. Think safe about what you are going to do.,Every life matters,against,[7]
1758,1582734972-2119,https://www.debate.org/opinions/should-abortion-be-illegal,"Pro-life ssupporters. Have you ever thought about children getting raped? You honestly think that a 9 or a 10 year old is capable mentally and physically first being pregnant because some sicl freak raped the, and then giving birth. They could die. And what do the parents tell her? Oh sweety no we cant abort the baby because some people think its fine for a 10 year old to get raped. And you can forget religion. It has NOTHING to do with this. Just because you believe in av 2000 year old book, should not restrict a woman from abortion. I agree that if a woman has irresponsible sex and uses abortion as a way to not get a baby, she shouldn't get an abortion. It was her choice. But if   a woman is very young or raped, she should have a choice.",What the fuck pro life,for,[2]
337,1582734815-1878,https://www.debate.org/opinions/is-abortion-wrong,I know that everyone makes mistakes but don't take your mistakes out on that baby.   Youre taking life from a baby growing inside you. Do you know that youre smashing a baby's head when you get an abortion.   When women get an abortion that means that baby will never see the light of day. In my religion ( Christianity ) we believe that's a form of murder. So women that are not ready I would strongly suggest adoption NOT abortion,Its a form of MURDER!,against,[7]
564,1582734700-1076,https://www.debate.org/opinions/should-abortion-be-illegal,"1) Murder is illegal.

Murder is the “unlawful killing of a human being” with some level of intent. California law includes “a deliberate intention unlawfully to take away the life of a fellow creature.”

stopabortion6The only thing preventing abortion from being included in the definition of murder is that it’s currently not “unlawful.” But basic science proves that an unborn child is a “human being.” No mention of “personhood” is necessary for basic murder definitions. Killing a “human being” or a “fellow creature,” even, is enough.

Why, as a society, do we pick and choose human beings whom we can deliberately kill? These human beings are fully human, entirely innocent, and helpless and voiceless. Yet we purposely target them, setting very few restrictions on their killings.

Is there any other class of human beings that our society will make it “lawful” to kill? Belgium is already on the path to extending legal murder through its legalization of euthanasia – even child euthanasia. History shows that Nazi Germany, once it began to legalize the murder of human beings, simply continued down the path – the elderly, the sick, the disabled, gypsies, homosexuals, the Jews, those who defended the Jews. Where would it have stopped?

This is why abortion must be illegal if murder is illegal. It should never be “lawful” to kill any innocent human being.

It’s wrong for a mother to have the right to kill her children. True feminists realize that our power doesn’t come through the blood of our children.",Abortion is Murder,against,[16]
1226,1582734815-1371,https://www.debate.org/opinions/is-abortion-wrong,They are still a valuable life and you are practically murdering a defenseless little child.  Being a Christian I believe that the bible is strictly against this and that its just plain wrong!  I can believe in it a little bit if they were raped and/or were medically unable to carry the baby.,They are living creatures,against,[7]
2602,1580744701-425,https://www.debate.org/opinions/should-abortion-be-allowed,What if a woman was raped would you like to keep a rapists baby in you so they should have the choice if too or not . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,Yes it should !,for,[2]
1385,1582733723-102,https://www.debate.org/opinions/should-abortion-be-legal,If it is incest it should totally be legalized. Children that are born incest usually have problems developing or they might be disabled from the day they are born. This incest causes trouble for both the baby and the female giving birth. Incest is pretty much like rape so it should be legalized.,What if it is incest?,for,[7]
2442,1580224689-75,https://www.debate.org/opinions/do-women-have-the-right-to-abortion,"A lot of people say that the baby a women aborts could grow up to a big future, but we need to start thinking of the women as a person and not a machine with a foetes. That women has a life and if she is not ready, she is not ready. What it was a young girl who was raped would you want to be reminded every day what he did to you?",Women should have abortions if they want,for,[2]
1988,1582734972-1980,https://www.debate.org/opinions/should-abortion-be-illegal,First off the arguments from religion I have read are not convincing. Prove there is a God if you want to use it as a leverage point to tell other people what to do. As for abortion it should stay legal as there are far worse things the mother could do to herself to kill the unborn fetus. I find it funny that most of these people that support taking away rights from women don't even want to support a social system to take care of the unwanted children they want to force girls to have. Seems like a double standard.,No it should stay legal,for,[7]
262,1582733989-518,https://www.debate.org/opinions/should-abortion-be-legal,"You do not kill what god created because of your mistakes. Unless it is because of health problems etcetc, it is not morally right and it will leave an impact on both the father and mother. You do not know what you get yourself into when you do something like this.",Its killing a life,against,[7]
378,1582734815-1506,https://www.debate.org/opinions/is-abortion-wrong,"Abortion is murder because its a baby like the rest of us that where babies that came out of our mothers stomach. Your mother would have gotten an abortion on any of yous. All of us deserve to live. Were all living beings that god created. The children have a right to live. It doesn't matter what religion your in, but babies deserve to live!",Abortion is muder,against,[16]
1353,1582734700-825,https://www.debate.org/opinions/should-abortion-be-illegal,"In my opinion, abortion is an inhuman act. It will kill an innocent kid that should have lived. It is cruel and evil. The pregnancy is an offense. The right to life of innocent children.Abortion should be eradicated from this society, which not only kills the baby but also harms those who want to have an abortion. They may never be able to have another baby. Cruelty to a child. And poor mother.",Abortion is illegal,against,[16]
2114,1582735052-2315,https://www.debate.org/opinions/is-abortion-wrong,"A main headline I see when I look up, ""is abortion wrong"" is that it's against the bible. 
Last I checked, seperation of church and state was a thing. The church should not be able to rule over people who don't belong to it. Having an abortion is the same thing as pulling the plug for a person in a coma or ie braindead. Fetuses are humans but they aren't people however. They can't think, rationalize, come up with conclusions like we can.",Separation of Church and State still exists,for,[3]
2628,1580744430-241,https://www.debate.org/opinions/should-abortion-be-allowed,In the mother's womb. The Baby hasn't even done anything wrong and you are deeming it appropriate to kill it. Abortion is basically just a synonym for cold blooded murdering. I HATE ABORTION!!!!! So if you are planning on having an abortion why not just send the poor child to a adoption home.,Abortion is completely and utterly wrong you are killing a innocent child,against,[16]
79,1582733989-705,https://www.debate.org/opinions/should-abortion-be-legal,"Why can't a mother kill her 3 year old? Or even a 3 weeks old? Because, in most cases, a child is consider alive or a human life as soon as their born. But tell me, what is the difference between a developing child in the womb and a born child? Isn't birth just a necessary part of child development?   Children are continually developing throughout there young life, and even into their adult life, until their brain is fully developed. In this case wouldn't it only be consistant to say a mothers right to choose goes beyond birth? Abortion is just an early point on the scale of child murder. The choice isn't whether or not to keep a child once it is conceved, that's too late. By then you have already created new life, even as an accident. The choice is whether or not you will chance pregnancy all together. Will you show restraint and self control? Or will your developing child pay the price? Is it your choice when another person's life is on the line?",When is a child a life? Is someone else's life your choice?,against,[16]
1552,1582733723-309,https://www.debate.org/opinions/should-abortion-be-legal,"Let say for example you are given food which you hate and at that time you are already full.If you don't want it nobody can put it in your mouth.
The same case is with the pregnant lady. If she doesn't want it then there is no meaning in forcing her because at the end she will end up hurting either herself or the baby.",It should be made legal,for,[2]
2026,1582735052-2343,https://www.debate.org/opinions/is-abortion-wrong,"I would hope that another teenager doesn't find herself in the position I did. I was young. It wouldn't happen to me. I was persuaded by an older male to have sex. I made a mistake being 17 and wanting romance. I was not ready physically, emotionally, or financially. I chose to abort - murder, if YOU so choose - a baby. A clump of cells. Semantics means nothing. I can tell you that if I didn't have the option of a medical procedure, I would have had an abortion anyway. By coat hanger or punched in the stomach, whatever. Why should I have a child that I don't want, simply because someone else *might*? Thank the stars for having a CHOICE in what happens to MY body.",Had one myself.,for,[2]
1729,1582734972-2011,https://www.debate.org/opinions/should-abortion-be-illegal,"Whether or not I would have an abortion is entirely different than whether or not a 70 year old white man should get to decide for me. I am not a christian and I never will be, so make illegal for christian's but a blanket statement for everyone is uncivil. Dangerous abortions will always take place unless we can provide safe, medical help.",My body is mine.,for,[7]
729,1582734700-921,https://www.debate.org/opinions/should-abortion-be-illegal,"Abortion is murder. You are killing a human being, once it has heartbeat that child is alive. Yes, in certain circumstances such as rape or the fetus being a danger for the mother to live, then that is understanding for a mother to have an abortion, otherwise.. NO! WHY should an unborn child have to suffer because the mother wanted to be irresponsible? Even if she did take all precautions to not getting pregnant she STILL knows that there is a possibility of getting pregnant regardless.     Now what I feel they should do is put limit to this. For instance ,   alcohol in some states is illegal if you drink before the age of 21 or the age of 18, but afterwards it becomes legal in cases like this, if a female gets raped or can't hold the child due to medical reasons then NO, she should have the choice to have an abortion. Adoption is always an option though and even if that child is in unloved homes, or foster cares for years, etc. Well , that's God decision to decide how the child's future would be, not yours. Abortion is all around wrong, and in the bible it states it clearly but of course there is exceptions for certain situations.","Illegal, illegal, ILLEGAL!",against,[7]
2661,1580744430-212,https://www.debate.org/opinions/should-abortion-be-allowed,"You're just taking a life that hasn't even started. IF you don't want it, give it to an orphanage for someone else to adopt. There's a mother or father or family out there that wish to have another child to brighten them up, so if you don't want a child, give it to someone who wants it more.",It's just wrong,against,[7]
481,1582734815-1833,https://www.debate.org/opinions/is-abortion-wrong,"Many of us would like to forget that, once upon a time, we were at the same levels of development as all of the babies who have been destroyed in the name of ""choice.""   Whose choice, though?   One of the justifications used to support physician assisted suicide is that a human being's life is their own; obviously, this only applies if your dear old mother didn't exercise her right to have you killed.

There is also no consensus amongst supporters of abortion as to when a human being acquires ""personhood.""   Some say three months, some six, and some go so far as to say that abortion should be allowed up until the moment of birth.   The concept of personhood is a philosophical one, and if we are talking about the legality of dismembering innocents, shouldn't we be dealing in facts?   Like the scientifically proven fact that one becomes a human being at the moment of fertilization?

When in doubt, let the poor babies live.",When In Doubt,against,[17]
2597,1580744701-408,https://www.debate.org/opinions/should-abortion-be-allowed,"If the person is not in the state of being a good parent I think they should get an abortion or give the kid to a different parent, but that is not how a kid should live. The newborn wouldnt even know whats happening nor would know it had a chance at life",Its theyre choice,for,[11]
896,1582734815-1373,https://www.debate.org/opinions/is-abortion-wrong,"There is a distinct seperation of those who are for the value of life and those for the destruction of life. It has always been a division of religion. Christianity has always fought and subversively taught that all people have value because they have been given life by God. No other life can exstinguish another life for its own percived ends or goals. A mother has no right take the life of her child just as Hilter had no right to take the life of so many. Christianity has always held that women, children, the disabled, the poor and the enslaved have value and therefore should be treated as such by others and the government. It has taken 2,000 years but finally human rights are a concept that is more that just the cry of Christianity, but this is where it started. Here to the advancement of human rights continues. A childs life, whether in the womb or out, is not the toy or possession of the mother. Life is the possession of no other person or being. Such values are not taught by any other study as explained here: http://www.exegeticalstruggles.com/2011/08/religion-is-better-than-science-why.html",Life on the smallest level must be valued if we are to continue the march of human rights.,against,[7]
1900,1582735052-2246,https://www.debate.org/opinions/is-abortion-wrong,"Yes, I get that abortion is killing a life form. But there are a lot of people who are not fit for parenting or just are not ready for it. Would you feel alright knowing your opinion stopped someone from graduating high school or college? Pregnancy takes nine months. If that person raises the child themselves, then it makes it doubly hard to get a degree and find a well paying job. Even if there aren't circumstances like that, a person should be able to say I am not ready to be pregnant, I am not ready to raise a child. Birth control doesn't always work. THERE HAS TO BE A CHOICE. Pregnancy is farthest thing from easy there is. It takes courage to go through with it. I feel very strongly that is just as immoral to drag someone into pregnancy as it is to abort. 
(I personally think that abortion is in no way wrong, but you are entitled to your own opinion)
Which is why it should be that person's choice, and theirs alone whether they should abort or not. To take away that choice is villainy.",Absolutely not.,for,[11]
1425,1582733723-81,https://www.debate.org/opinions/should-abortion-be-legal,It is not your child and you need to realize that not everyone has your religion. A women has as much right to back out of pregnancy as the man! Some people say it is murder but that's an opinion. Some women are not prepared to go through the second most painful thing possible so everyone who says its wrong needs to shut up.,I don't care about your religion and beliefs!,for,[2]
1190,1582734815-1386,https://www.debate.org/opinions/is-abortion-wrong,"In the year I was born, almost one-third of all pregnancies ended in abortion.

In the past 40 years, abortion has claimed more than 55 million lives. In Pennsylvania alone, an unborn child dies every 15 minutes in an abortion.

It is precisely facts like these that convince me - and so many in my generation - that abortion is unnecessary and wrong.

The facts show all too plainly how any of my siblings, friends or classmates could have been killed before they had a chance to be born. And they make me wonder how many of my peers I will never know.

In January of 1973 when the U.S. Supreme Court issued its abortion ruling in Roe v. Wade, young women did not have access to the facts about abortion that we have today. Nor did they have the perspective of looking back over 40 years of data showing the consequences of abortion on demand.

My generation does.

In the past 40 years, studies have shown that abortion is common, unsafe, and frequently the result of outside pressure on women.

We now know that at the moment of conception, the human embryo is a complete, unique life.

We now know that more than half of women who had abortions felt pressured into the decision.

We now know that most women have abortions for social reasons such as relationship issues, finances, career or education, lack of readiness for the responsibility.

We now know that hundreds of women have died and thousands more have been injured by ""safe,"" legal abortions.

We now know, thanks to a pro-life leader of my generation, that abortion facilities cover up sexual abuse, give incorrect information, and perform abortions simply because of a baby's gender.

These facts point to the injustice of abortion - both for women and unborn babies. These are the facts that motivate me and so many other young people to advocate for the vulnerable.

Take, for example, my childhood friend Ashley, who spends an exhaustive number of hours in her community promoting the value of every human life. In her gentle, compassionate way, she reaches out to expecting and new mothers and counsels post-abortive women. The spare time she has is dedicated to loving and caring for her severely disabled brother - and making sure everyone knows how valuable his life is, too.

And there is Hope, a vibrant, intelligent young woman whose passion for social justice is leading her to law school and nursing school. She plans to dedicate her expertise in both fields to the defense of life in the womb.

As young women, we know - not just believe - that abortion is wrong. After living our whole lives in a society that devalues life, we know that something needs to change.

It's time to end abortion and make the right to life - from the moment of conception to natural death- our first priority.",The facts don't lie,against,[17]
1614,1582733723-191,https://www.debate.org/opinions/should-abortion-be-legal,"People are always bringing up that abortion is a sin, but that is THEIR religion. Women who choose to abort should have the freedom to make her decision without having religion forced upon her.   Not only that but bringing up the argument that abortion is equivalent to murder is false; the fetus won't feel anything and it has not yet developed to even know about ""being killed"". That's like saying not letting sperm inside a woman is murder.   
       Needless to say if you don't want to abort your child, good for you, but don't make a decision for others   when it's their body and not their morals.",Religion should not be brought up into the law,for,[2]
905,1582734815-1420,https://www.debate.org/opinions/is-abortion-wrong,"The very term ""fetus"" is latin for ""unborn child"". Fancy wording does not change what it is. When an abortion is performed, both child and mother are affected. More women who talk about their abortions claim that they are still haunted by the choice they made. My question for those who support abortion- why is it man-slaughter on two counts when a pregnant woman is killed and the baby dies as a result while abortion is considered a choice?",Life or death,against,[16]
1061,1582734815-1632,https://www.debate.org/opinions/is-abortion-wrong,Abortions are wrong each child has there own right at there chance at a life. They were not subjected to almost being born so its not thee fault. Every woman should have some sense to not have sex unprotected or not have sex at all or even just wait till you think you are ready no child asks for this some women need to control there hormones   if they aren't ready to see an innocent life die just because they were too careless to not make it be created in the first place,Say no to   ABORTION!!,against,[25]
167,1582733989-710,https://www.debate.org/opinions/should-abortion-be-legal,"In the Bible, God says that he creates everyone in his image. He also said in the ten commandments that there should not be murder. Abortion is the murdering of God's creature that is made in his own image. Imagine what God would say if you were murdering his children.",Abortion is murder of one of God's creatures.,against,[7]
1617,1582733723-136,https://www.debate.org/opinions/should-abortion-be-legal,"People are making up stupid reasons for no , but if you think about it , how many women kill there children after there born because they dont want them and how many children there is in adoption centres , if my baby was ment to live the rest of its life knowing his parents didnt want him , i dont know he would be in depresion and why should it hurt you anyway , its not your baby + babys at that age cant choose (they dont even know whats happening)   so dont say its not fair because they dont have a choice ! And its not a murder ! The baby hasnt even yet formed propely !",Read me Please,for,[11]
2673,1580744435-271,https://www.debate.org/opinions/do-women-have-the-right-to-abort-a-fetus,"If a woman is raped, The victim of incest, Or their health is in significant danger, Then an abortion can be an option because it would be at least somewhat justifiable. 
""We hold these truths to be self-evident, That all men are created equal, That they are endowed by their Creator with certain unalienable Rights, That among these are Life, Liberty and the pursuit of Happiness. "" (Declaration of Independence). The key to that is the unalienable right to LIFE. Like other rights, It should not be taken away without justification. If someone has been found guilty of murder, A state may have justification to take away someone's right to life. If you believe someone may be a victim of murder, You have justification to stop that including taking the life of the potential murderer. 
Fact is, Getting pregnant is entirely preventable. If you make a conscious choice, You should be accountable for the results of that choice. Problem is, The opposite of being accountable as instead of facing the consequences for your own action, Your using capital punishment on the one person who had no choice.",In specific cases.,against,[7]
550,1582734700-1057,https://www.debate.org/opinions/should-abortion-be-illegal,"All baby's should have a chance to have a beautiful life full of love and excitement, no matter what they're parents think. This a serious problem that really really needs to be resolved stat! If it does not happen In think that murder will soon become legal as it is the exact same thing! Please save the baby's!",Abortion is wrong!,against,[16]
1210,1582734815-1876,https://www.debate.org/opinions/is-abortion-wrong,"If you get an abortion you are killing a human organism that never had a chance in the world. What if the reason you have an abortion is because you are not ready, then when you are you find out something went wrong and you cant get pregnant? You could have had a baby but you didn't. Just think, your mom could have gotten an abortion and you would never be alive.","Dead, baby, wrong",against,[16]
134,1582733935-454,https://www.debate.org/opinions/should-i-get-an-abortion,"God Hates Abortion He created that Living person and you killing it WOW! You are just a crazy person full of hatred and evil. Don't ever say ask this kind of question again. God loves you don't forget that but listen for his voice he created that baby infant don't kill it, Please",A stupid Crazy Question,against,[7]
2093,1582735052-2199,https://www.debate.org/opinions/is-abortion-wrong,"You cannot kill something that is not alive. Therefore, in the first two trimesters of pregnancy, a women should be allowed to get an abortion as she is not actually killing anybody.

Religious arguments are invalid because not everybody in the US has the same religion or has a religion at all (people always seem to forget about atheists).  Therefore people will have different religious opinions. Abortion is not wrong, but imposing your view on somebody else is.",Basic biology says no.,for,[3]
2273,1582735052-2241,https://www.debate.org/opinions/is-abortion-wrong,"It isn't a live human. If it was a person why doesn't it show up in the polls. A list of some of the characteristics of being a person
1. A developed capacity for reasoning.
2. Self awareness
3.Consciousness and ability to feel pain
4. Self motivated activity
5. Capacity to communicate messages of an indefinite variety of types.
The fetus does not fit any of these categories so it is not a person. I don't know why everyone is against it since we kill animals everyday without much protest yet killing a fetus which, isn't even a human, is considered murder?",Its not even a human,for,[3]
2241,1582734972-2137,https://www.debate.org/opinions/should-abortion-be-illegal,Every  women should have a choice. Abortion may not seem like the most humane and or logical idea but the situation and mindset of the women will determine how that child may live. Abortion is not mandatory; it is an option for those who have no other option. Abortion may be the best decision at the time of the unwanted pregnancy.,Every woman should have a choice.,for,[2]
2259,1582735052-2529,https://www.debate.org/opinions/is-abortion-wrong,Are you people serious? The mother could have been raped! Your going to force her to keep the child (or children??)! What if she doesn't have money or time for the child. The child would than have been sent to and adoption agency. Or the child will wake up every morning with a poor mom who can't afford to buy him clothes. Religions say in the bible it shouldn't be allowed. Your religion should have no interference with billions of women's lives!,Don't ruin the child's and mother's life.,for,[11]
1923,1582735052-2662,https://www.debate.org/opinions/is-abortion-wrong,"Abortion itself is not wrong, rather the entire situation (reason for pregnancy-consequence of the decision to keep or abort) is largely subjective to social norms.  Maybe we should look at preventing unwanted pregnancies (teenage, poverty, or rape) instead.  

On another note, it appears that many of the same people who are against abortion are also claiming that we are losing freedoms.",What's  the big picture?,for,[2]
1193,1582734700-1229,https://www.debate.org/opinions/should-abortion-be-illegal,People all die at one point in their life but they die after a long well lived life. A child who is killed in the womb havent even lived dont do that to them. Everyone deserves a chance to live thier own life with a family and everything else. The end,It takes away a life,against,[16]
1307,1582734815-1336,https://www.debate.org/opinions/is-abortion-wrong,"Scientists are willing to consider single cell bacteria in space life, but unwilling to consider a living baby within the womb anything more than a mass of cells. Babies are alive right from the start. At ANY time, stopping the existence of another human being is the same as murder, if not worse. At least with typical murder cases, the victim has at least led a good life.",The Double Standard of Life,against,[17]
209,1582733989-535,https://www.debate.org/opinions/should-abortion-be-legal,"Did you know more than 38,000 babies were aborted? Probably not! Did you know at least 2 of those babies could of cured cancer? Did you know 2 of them could of been professional business men? Now next time you think abortion is okay, think about cancer and how it could of been cured by those dead people.",Babies have rights too!,against,[7]
2499,1580225173-137,https://www.debate.org/opinions/do-women-have-the-right-to-abortion,They did not choose to live in a women body for nine months. The baby is an inacent human being and it deserves to stay alive. Would you like it if you were to die for no reason. You don't have to keep the baby you can put it up for adoption as a alternative.,The fetus right's matter as well,against,[17]
1439,1582733723-190,https://www.debate.org/opinions/should-abortion-be-legal,"To berate the mother for 'killing' the life inside of her is equal to downgrading her as an object that is fully enforced by the 'Religion's philosophy ' of life, not to mention,   how every old religion tends to see women as inferior beings to men. Even the bible seems to head in this direction, ""Let a woman learn quietly with all submissiveness. I do not permit a woman to teach or to exercise authority over a man; rather, she is to remain quiet. For Adam was formed first, then Eve; and Adam was not deceived, but the woman was deceived and became a transgressor. Yet she will be saved through childbearing—if they continue in faith and love and holiness, with self-control."" - Timothy 2: 11-5. Thanks God! Now I know I need to bear children and be submissive in order to enter thy holy kingdom! Awesome! So for all those people who think ""Women are murders if they abort because life is equal and unique,"" remember, a fetus isn't an excuse to force a young woman with free will and passions into young, unprepared parenthood. Religious answers opposing legalization has it's downsides, such as how most religions see women as objects and those who believe all life is sacred, especially an unborn fetus in the body of a woman who may be at fault or not (considering rape), you might as be forcing the young girl to throw away all of her freedom. Humans can adapt, yes, but that is not an excuse to limit a woman's freedom. And about self control, don't say that to any person's face. You nor I are 'God' or Kevin Bacon for that matter and she has the choice to 'self control' herself. Plus, this is the twenty-first century, the era of sex, open racism and online pornography at convenience....Don't be a troglodyte, folks.","All life is sacred, but the woman bearing life owns her body and has free will.",for,[2]
2347,1582735052-2573,https://www.debate.org/opinions/is-abortion-wrong,"Murder will only ever be murder if it takes away life.
A fetus is no more alive then an egg. 
It's not a baby, it's not a life, it's not murder.
Even if it was technically murder, if something has no senses, feelings, desires, then how can you take it's life?",'Murder' is just used by people to make abortion sound so much worse then it really is.,for,[3]
1615,1582733723-197,https://www.debate.org/opinions/should-abortion-be-legal,"The argument for rape victims has been used constantly, but I feel the need to address it too. Adoption is not always the answer. Did you know that children could wait for years just to find a loving family, if they ever get one?And raising the child to be better than the rapist is a horrendous idea. That just reminds you all the time of the trauma the victim went through, and it's not fair. 

Now I want to address the ''use protection'' argument. Contraception is never 100% effective. Even if you use a condom, an IUD, and take the morning after pill after you have sex there is still a chance of getting pregnant. It's very small, but still there. And a person should have he right to have sex for pleasure and/or emotional bonding without wanting children. 

And by using the logic that aborting an embryo or a fetus which has the potential to become a life is murder, millions of men and women globally are homicidal maniacs, including me and you. Because egg cells have the potential to become a human life, yet they are killed off every month. And men would have it worse. Their sperm cells die constantly, and each of those sperm cells has the potential to become a human life. Therefore, in order to prevent killing possible lives, we must find a way to preserve sperm cells and women must not have periods.

My source: Science class!",It's better for all of us,for,[7]
1956,1582735052-2532,https://www.debate.org/opinions/is-abortion-wrong,Everyone deserves to live. Even if you can't afford the baby it doesn't mean should kill someone it will hurt more than really having a baby. A baby is better of to have a different parent than you killing a baby. That is committing murder. You would to feel that for the rest of your life thinking what you could have had. It will be better of to have the baby and take care of it the rest of you life. Don't take that as bad just give the baby away than killing it that would be better to give it away.,Abortion is bad,against,[16]
1086,1582734815-1712,https://www.debate.org/opinions/is-abortion-wrong,No matter if the fetus is 2 days old god put that living baby inside you it has a beating heart. It can feel your movements so therefore its alive as soon as conception happens if you want it or no its your responsibility to take care of the baby. It was your choice to have sexual intercourse.,Abortion is murder,against,[25]
2430,1580224689-99,https://www.debate.org/opinions/do-women-have-the-right-to-abortion,"If a woman has an abortion maybe it is for the good of the baby and not because she does not want it. If abortions are made illegal than woman who can barely support themselves who accidentally get pregnant will have three choices. Number one keep the baby which could either be so much of a burden that she and the baby will lose their home. Or what might happen that the mother will put her baby up for adoption which might be a good thing, However the baby will grow up living either a lie, or wondering who her real mother and father are. The third option is that the father could take the baby which could lead to the same problems as stated above. Either way it is a bad thing to make abortion illegal. It would be cruel to bring an unwanted baby into the world.",Dead or living hell (take your pick),for,[11]
1434,1582733723-237,https://www.debate.org/opinions/should-abortion-be-legal,"All we have to agree on is that abortion is a personal and private decision. Its not anybody's place to tell another what they can an cannot do regarding such issues, including the government. Its also important to keep in mind that if a woman has decided to abort and it is illegal, it does not mean she won't. Woman will still get abortions illegally and dangerously, whereas they could have safe operations if it is legal.","We don't have to agree on the ethics of abortion,",for,[7]
1008,1582734815-1818,https://www.debate.org/opinions/is-abortion-wrong,"From a religious point of view, of course abortions are wrong! God commanded man and woman to be fruitful and multiply (in marriage) to populate the earth. Unless I was absent the day of Sunday school or in the 10 years I spent at a Christian school we were taught that God said we could kill an unborn baby for whatever reason, I don't think it's right. 

From a political point of view, abortions are just an easy way out of parenthood. Feminists believe it's their right to get an abortion if they want to since it's ""their body"". Well, what about the baby inside them? They could be a female. Where's her rights? You just took hers away by allowing doctors to vacuum her out of your womb! How DISGUSTING. Also, abortions cause long term effects on a woman's body and mind. Any mother to be always becomes emotionally attached to her child the minute she finds out she's pregnant. Killing her child should be the LAST thing on her mind! Not to mention if she wants to have kids later on in life, she probably won't be able to conceive again bc of her previous abortions. They can affect fertility. All around, abortions are very wrong and should be made illegal immediately!",Abortion is selfish.,against,[7]
1063,1582734815-1578,https://www.debate.org/opinions/is-abortion-wrong,"A fetus is a living human being, and should be treated like one.   It's a shame that people care more about so called ""rights"" than the life of a human being. An unborn child has no voice.   It has no chance.   It has no say.   If a baby is killed accidentally it's called a miscarriage, but if it's killed legally its called abortion. How sad it is that anyone would support the murder of innocent human beings.",Abortion is Murder,against,[16]
113,1582733932-451,https://www.debate.org/opinions/is-abortion-right,"It is up to the person. That would be ok if there was more than 1 person involved but there is not. Whether you call it a baby or a featus it is life and should be valued if we are to universalise the right to life which I believe we should do to create a moral society. What is the utilitarian thing to do? We could sustain this innocent life who will develop into a human being with the same capabilities as yourself at a relatively small cost to your time and effort. It seems I'm a rarity, an atheist, anti-abortion apologist.",Why should we have a choice over whether someone dies?,against,[17]
