docs,topic,viewpoint,words,perspective,sum_topic
"I love that almost every argument here for a pro-life advocate is that abortions are a genocide of the young.   However if you ask what should happen to the humans that fight for their religious beliefs across the globe they would say bomb 'em.   So if we are to use the preposition that if a human is doing harm to you be it emotionally (terrorism) or physically than we have the right to protect ourselves from that human.   By the argument given by the pro-lifers is then that an unborn child is a human does the mother not have the same rights to protect themselves from emotional or physical damage.   What they really want to say is the everyone should pay for their bad choices and suffer.   So if a teenager gets pregnant the only way to teach her not to do it again is to force her through a process her emotional development has not prepared her for.   Now to say all women at any age are ready to be responsible for another life seems tenuous at best and brings us back to choice.   Why is it so wrong for someone to not have the government tell them whether or not they can have an abortion.   If the only argument is because they are killing an innocent than Christians need to look at their own history, and how many wars have been fought, how many innocents have died to their ideals.   Pro-lifers have a valid opinion and as that they can believe it, but I can not disprove an opinion, only state facts, and humans die every day to the choices people make.   If you are not going to allow sex education in schools then leave those same children ignorant of any responsibilities of the consequences and let them choose.",5,1,"['method', 'creature', 'member', 'condition', 'humanity', 'love', 'new', 'great', 'organ', 'good']",[2],6
I think it should be legal because so many teenagers party and take illegal substances which may cause them to sexual intercourse unprotected an make the young teenager pregnant. She should have an abortion if she is pregnant because she may have a bright future an this may ruin it.,1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[2],2
"If a pregnant mother is willing to undergo an abortion and has a willing doctor, their decision should be theirs alone. I do recognize that if baby is far into development, say as far as 6 months, then I personally feel like that fetus is more of a baby than a fetus. Many medical practices often deny the ability to abort that late into pregnancy because of other risks for the mother.
The bottom line is, people are dying all the time. Laws should not decide what someone wants to do with their own body. If you're religious and think there are moral consequences, then so be it -- they will face it. How can we possibly know what the mother's thinking, why she wants to do it, and all the other little details around this. Deal with your own life.",1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[2],2
"Each woman or couple who end up with a pregnancy must have the choice to abort the child if they so choose. They know if they can support the child or not and if they will care and love for it. There is a certain immorality about it, but if the woman can deal with the emotional pain, that is their decision to make, NOT YOURS. My basic argument isn't that abortion is morally straight, but that whether it is or not, that child won't be your responsibility or society's responsibility, it will fall to the parent(s). Yeah, adoption is an option, but even at that, shoving a human out of your genitals isn't a pleasant experience, even with drugs. You can't make a woman go through that if she doesn't want to. When you have a child, you do what you feel is YOUR moral responsibility, but if someone else doesn't feel that responsibility and wants to abort the child, it is THEIR decision, NOT YOURS.",1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[2],2
"Their body, their choice. Rape or not a woman has the choice of when and hw to have that child and no one should be able to stand in the way of that. A person's age is calculated from birth date, not conception, and fetuses are not counted in the US Census. The word 'person,' as used in the Fourteenth Amendment [of the US Constitution], does not include the unborn. Most of the people saying ""no"" to abortion are only saying so because they are uneducated. A fetus IS NOT A HUMAN BEING THEREFORE IT IS NOT MURDER,HOMICIDE OR ANYTHING ELSE BUT THE TERMINATION OF A PREGNANCY. AGAIN THE TERMINATION OF PREGNANCY, NOT A BABY.",0,1,"['none', 'shut', 'chose', 'genocide', 'heard', 'love', 'mentally', 'second', 'understand', 'father']",[2],1
"The event of an unplanned pregnancy no matter what the circumstances of conception is heartbreaking. The decisions that follow are made from choices that are not pleasant. The right to access safe options is imperative to civil rights.   No matter the decision made there will be pro and cons. 
The rape victim can she love a child that was not made from free choice? What if she is married and has a family isn't the fact that the family have to cope with the rape enough? Do you expect the family to embrace the child as one its own? The husband to love and provide for a child resulting from his wife being raped? Really? 
Or the teen girl who was raped to live a life with an extra burden. Or if she participated in sex because it is a biological need and a hell of way to spend an afternoon? Does she get punished for life because she and her male partner enjoyed a biological function? 
Of all the people that advocate for adoption why is it that there are still so many children in the welfare system adopted? Why is it that foster children are at a higher risk to suffer abuse in care? Why is it that abandoned children in the states care make up a significant number in the prison population, institutionalised since birth? 
Why do extreme Christians feel it is their right to push their beliefs and nonsensical practices on to a whole nation that may not share their values? Abstinence has been unsuccessfully practiced since the rolling of the cave rock door. Why is it that this group is also very noisy about welfare handouts? The two issues are connected unwanted and unplanned babies need healthcare, education, and god forbid food and shelter!
The answer is simple if you think it is wrong don't participate!! Leave others alone who have the right to choose!   And if you feel so strongly about this issue and banning abortion access then open your homes to the children that the anti advocates have ""saved"".   Provide whole heartedly and with love. No sounds too much like welfare? Hmm perhaps it is more humane to break the abuse cycle before it start.",4,0,"['rapist', 'infant', 'clump', 'hell', 'step', 'gotten', 'fail', 'nervous', 'together', 'unnecessary']",[2],5
"Well, women deserve to have an abortion. If you have the kid, you would not want to give it up for adoption due to the special bond in which they feel when they give birth to the baby. Also, babies do not develop nervous systems until week 28, in which the time is illegal to abort the baby. Meaning the collection of cells would not be conscious meaning no pain and no suffering.",3,1,"['experience', 'machine', 'happiness', 'ok', 'compromise', 'remember', 'okay', 'able', 'support', 'individual']",[2],4
"When I think about abortion, I'm mainly going to think about the mom. How did it happen, was she having unsafe sex, was she raped, etc. It's the mother's choice obviously, so other people need to stop sticking their noses into it and creating a national debate. It's her choice. I'm not even bothering with the part about the innocent human being or lifeless fetus. If the mother is a teenage girl who was raped and can't keep the baby, she should have that choice. Sure she could give it up for adoption but just imagine: A fourteen, fifteen year old girl giving birth. This is fairly dangerous, there is an increased chance of something going on. So, do you want to make a girl go through this, just so a baby can be born with an unfit mom and possibly be sent to an adoption center?",2,0,"['environment', 'look', 'hand', 'change', 'mature', 'whatever', 'sexually', 'hard', 'dangerous', 'unstable']",[2],3
"A woman has a choice. If she wants a kid then have a kid. I know everyone is talking about the rape situation but everyone should know that rape is common. If a young girl was possibly impregnated by her very own father or older sibling then she should get an abortion. A friend of mine asked me "" If a girl was pregnant by her boyfriend shouldn't the boyfriend get a choice"" I think no. A woman's body is her own. We aren't slaves for men it's the 21st century for god sake. Also people keep bringing religion into it. If that's your religion then go ahead and have your raper's baby. I believe in a woman's choice and that's all i gotta say",3,1,"['experience', 'machine', 'happiness', 'ok', 'compromise', 'remember', 'okay', 'able', 'support', 'individual']",[2],4
"By saying abortions should be illegal, you are saying that we should take away the rights women have to their bodies. If a mother wants to terminate her pregnancy, she should be able to do that without being judged by others or without being seen as a terrible person. Women who have abortions are not terrible people because they didn't want a baby. Its like saying oh, you are a terrible person for not liking vegetables.And by taking away that right for women you are saying, you are a terrible person for not wanting a baby.",0,1,"['none', 'shut', 'chose', 'genocide', 'heard', 'love', 'mentally', 'second', 'understand', 'father']",[2],1
"When a woman is pregnant and it is a life threatening situation, she should be able to terminate the pregnancy.   Everyone is preaching about the rights of the fetus, what about the RIGHTS OF THE MOTHER?!   A woman should not be looked at as just a container for the fetus but as a person herself!",3,1,"['experience', 'machine', 'happiness', 'ok', 'compromise', 'remember', 'okay', 'able', 'support', 'individual']",[2],4
"Okay. I am just going to throw something out there. If you have a two year old, and you sit him/her in the middle of the room, and then you walk out of the room, the toddler does not die. If you take a newborn and do the same, it too survives. If you take an embryo, a zygote, or a young fetus and do the exact same thing, the child dies. Quite often, if you ask someone to tell you why abortion is wrong, they will bring God and religion into the conversation. Not many people have a reason without dragging their deity into the argument. So.....I can understand that abortion is wrong because we are told to value human life above all other life. Why is breaking an eagle egg a felony but abortion not?   Well....Yes.. God said that men have domain over all the other creatures on Earth. I feel that with that responsibility comes a moral obligation to protect those species (especially the endangered ones) (especially especially since men are often the reason other species struggle...E.G. The black rhino). So..What if God wants someone to get an abortion (don't yell ""Blasphemy"" yet), and to help someone grow or alter that person's life, he grants someone with a child that He never means to really live. Maybe He leads people to make the decision of abortion not to be ostracized by an unloving society that claims to be ""Christian,"" but to provide one with an opportunity for some personal growth. Now. All religion aside, why is abortion wrong? I don't know. I personally do not know that I would ever be able to abort a child I am pregnant with; however, I know the decisions I make for myself cannot be forced onto others who do not agree, and I would not want them to be. I am pro choice. I am pro-life. I am not pro-birth. I believe in loving children and providing them with every opportunity they deserve in spite of having to pay for it with my tax dollars. I also want to help starving and underprivileged children in other countries. I want to be a good Christian that is without prejudice and audacious facades. I want to provide an opinion that is able to be read without making others shake their heads, scoff, or turn red with anger; I hope I was able to do so. . . .Don't ""murder"" the children, but more importantly, don't be too quick to judge one who makes an informed decision about his/her/an unborn child's health, regardless of what that decision may be.",0,1,"['none', 'shut', 'chose', 'genocide', 'heard', 'love', 'mentally', 'second', 'understand', 'father']",[2],1
"These people are saying that we should keep the baby under any conditions, but they don't care what happens to the baby after it is born. I would understand if the person aborting their child was an adult who had her life together, but that's not the case most of the time. What if the baby gets beaten or is a product of rape, that means that the mom wasn't planning the baby and wasn't ready. I would have a problem with a mom who took advantage of abortion and used it as a backup plan, but in other cases i feel a woman should do with her body what she pleases",0,1,"['none', 'shut', 'chose', 'genocide', 'heard', 'love', 'mentally', 'second', 'understand', 'father']",[2],1
"It is up to the woman's choice. Think about it, if you accidently got pregnant during you years at school or college, it could ruin your future and everything that you have worked for. I would rather abort my baby then keep it because then I would have a happy life to fulfill my dreams, however, if I kept that baby, then all I would be thinking about is that I have ruined my future and everything that I have wanted to do. 
It is up to the women's choice nobody should be forcing them to do anything. It's their life, not yours.",0,1,"['none', 'shut', 'chose', 'genocide', 'heard', 'love', 'mentally', 'second', 'understand', 'father']",[2],1
Women should not be forced to have children they dont want and cant take care of. Many mothers with plans would forever regret the child for the rest of their lives and that is unfair to the child. I was raped by an ex boyfriend and if he had made me pregnant I would never have wanted to keep a child that was created as a result of that and him but adoption would not have been an option as I couldnt have faced having my child not with me. Abortion means that women have the option to make sure they get it right. And you can never say just have safe sex as no method of contraception involving surgery is 100 percent effective. I have had miscarriages on the pill. Let women have the choice to have a child when they are ready not because of a mistake or an accident.,4,0,"['rapist', 'infant', 'clump', 'hell', 'step', 'gotten', 'fail', 'nervous', 'together', 'unnecessary']",[2],5
"No, because we can't judge and we have no right to dictate the parent of an innocent child if they want to abort that child or not. We don't know their family estate, maybe for them, it is better to lose their child at first than to see it suffer from poverty in out country.",3,1,"['experience', 'machine', 'happiness', 'ok', 'compromise', 'remember', 'okay', 'able', 'support', 'individual']",[2],4
"Women have been violated since the beginning of human history, now time had changed and no one I say no one can never tell a women what to do with her body .
Having an unwanted baby is no fun. Women are the ones carrying it for 9 months , with all the pain and suffering either it's physical or psychological .. And not just that she also have to suffer her partner's infidelity cuz she is not ready to have sex ( men are selfish pigs) or the father not even giving a damn about her or the baby . Or he is violent . Or just a MALHOE who had his way with her . Or it's just that she is not financially or mentally prepared . As you know being a mother is hard work for life . And as you know again women in most cases women are doing all the work by themselfs .
We would never force a man to carry a child if they are the ones who do . 
My body my life my choice.",3,1,"['experience', 'machine', 'happiness', 'ok', 'compromise', 'remember', 'okay', 'able', 'support', 'individual']",[2],4
"I don't see why a women should not be allowed to abort their child. It's her body, her choice, and ultimately, her decision. That being said, I think that abortion should be legal under certain circumstances. For example, if the woman was raped. If we don't make it legal, women are just going to find another way to abort their baby (yes I mean the coat hangar way).",5,1,"['method', 'creature', 'member', 'condition', 'humanity', 'love', 'new', 'great', 'organ', 'good']",[2],6
"So those who say no to abortion, are you violating rights of an existed human-being for a not technically non-yet-existed life? So the woman has to suffer for someone else's fault, or for being a woman at all? The one who says no to abortion is not only sexism but also against the right of an existed human-being should enjoy.",4,0,"['rapist', 'infant', 'clump', 'hell', 'step', 'gotten', 'fail', 'nervous', 'together', 'unnecessary']",[2],5
"Well, most of us can agree that nature is definitely not perfect however this includes pregnancy. Defects and other medical problems can lead to the death of both the child and the mother if an Abortion is not considered (Well, I can end it here, Abortion isn't wrong). However, there's always grey sides to this story, abortion isn't morally wrong even if the women isn't in a serious danger if you consider financial problems or other personal problems but right to the point. Abortion is not for anyone to choose or judge based on their moral teachings and principles, it is based on if the women chooses if she wants to remove the potential child from her own body.",4,0,"['rapist', 'infant', 'clump', 'hell', 'step', 'gotten', 'fail', 'nervous', 'together', 'unnecessary']",[2],5
"Personally, I would not get an abortion if I were to become pregnant even if it was at a young age.   However, I do would much rather make the choice for myself than have the government or some law make it for me.   If you don't like it then don't do it.   But do not take it upon yourself to tell others what is morally right or wrong.",1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[2],2
"Nobody can have their blood, Marrow, Or organs used without agreeing to it. Even in the middle of a blood donation, They can unplug themselves, Even if it would cause the recipient to die. 

Women can unplug themselves from a fetus at any time. 

Unless the pro-birth movement is ALSO campaigning for:
1) NO in vitro fertilization clinics (all life is sacred)
2) NO stem cell research (all life is sacred)
3) Forced male celibacy (so they don't contribute to a potential abortion)
4) Child support & citizenship rights to start at conception
5) Men are forced to be equal parents (ankle bracelet, Wage garnishing to ensure they honor the sanctity of caring for an innocent)
6) NO death-penalty (all life is sacred)
7) NO guns (all life is sacred)
8) Universal healthcare (all life is sacred)
9) Forced organ donation on demand (if someone needs a kidney/blood/marrow they can have one from anyone who votes ""pro-life"")
10) Prison time for women who get abortions AND:
11) Prison time for the men whose partners get abortions

Unless ALL of these are things that pro-birthers are campaigning for, It's clear as day that they don't care one iota for human life. The pro-birthers that I know are all:
1) White
2) Male
3) Conventionally unattractive
4) Feel scorned by women either romantically and/or professionally in their lives. Unanimously they had an axe to grind with women who reminded them of the ones perceived to be unjustly successful and happy without them. 

The pro-birth movement just wants to punish women for enjoying sex.",5,1,"['method', 'creature', 'member', 'condition', 'humanity', 'love', 'new', 'great', 'organ', 'good']",[2],6
"The fetus can't consent to abortion nor can it consent to birth. It's silly to assume it would even choose to live. Its a biased view from people already alive. The mother ALWAYS makes the choice for it. There are over 8 billion on the planet. If we start forcing people to have More and more kids, NOBODY will live. The planet has finite resources. The decision should be left to the mother, not a bunch of bureaucrats.",2,0,"['environment', 'look', 'hand', 'change', 'mature', 'whatever', 'sexually', 'hard', 'dangerous', 'unstable']",[2],3
"I'm not saying that it's a great idea, I mean there are other options. But if you were raped, molested, have some sort of organ eating baby inside you, or just made a mistake, then I think the choice should always be available to you. Also if you think about it, that's taking away a women's right to her own body. A dead person would have more rights to their body then a women... A DEAD PERSON!",2,0,"['environment', 'look', 'hand', 'change', 'mature', 'whatever', 'sexually', 'hard', 'dangerous', 'unstable']",[2],3
"I have been writing a paper about the history of abortion, and i came across this. Abortion is yes, the killing of an unborn child, BUT look from the standpoint of the one that has to get one. For one, your words don't help. Two, they usually don't have the abortion because they want to get rid of the child, but because they can't afford the child, are not mature enough, or because they are scared. It costs more to have a child and put it up for adoption than it does to get the abortion (abortion is only $300-950 depending on how far along the patient is). Also, mothers have abortions to let the child die more peacefully than to let them live with a crippling disease that will put them through more pain, and also the fact that they may know the child is going to die very young because of something. Instead of making the child deal with that pain for 2+ years, it's better to let them go when they do. This project I did changed my perspective on abortion. Maybe do your research, and then try to see from the standpoint of a mother that has to give her child up (I am not that mother, but instead i had read something earlier in my project about it)",3,1,"['experience', 'machine', 'happiness', 'ok', 'compromise', 'remember', 'okay', 'able', 'support', 'individual']",[2],4
"Some people may say but the baby has a right to its body. But the baby's growing inside YOUR body. It's taking away all your vitamins,   it's making you go through 9 months of hell, birth is painful, your still fat after birth and your boobs are messed up. And don't tell us to keep our legs closed, it's just as much as the mans fault that the woman got pregnant. Don't say put the baby up for adoption, after going through all of that we don't want to never get to see the baby grow up. What if Osama bin Ladin was aborted? But then again you could the same thing Albert Einstein. I agree its wrong to kill a baby but abortion is not wrong, you can't force women to have babies who don't want them. Be happy enough that us women are going through he'll to keep humanity alive. Most of the people against are men and all men will never have to deal with pregnancy. When a woman gets a abortion she's not happy about killing the baby but she has every right to do so. It would be great if a machine was invented to to fertilize eggs so whenever a woman needs a abortion the machine will just make the baby. This is coming from a 13 year old girl",5,1,"['method', 'creature', 'member', 'condition', 'humanity', 'love', 'new', 'great', 'organ', 'good']",[2],6
"This much is true for anyone who is going to talk about abortion. The question is, ""Is this an acceptable course of action?"". I would say yes. This is because a child (from a newborn to around a 10 year old) is an entirely dependent being. They depend on a parental figure to survive. This means that they are subject to that which they depend on because they do not have a choice in the matter. In other words, they lack the power to be self sustaining thus they are entirely dependent on the willingness of others to keep them alive. In my opinion I would also venture to say that infanticide (while there are much better options for the child) is even permissible depending on the context.",3,1,"['experience', 'machine', 'happiness', 'ok', 'compromise', 'remember', 'okay', 'able', 'support', 'individual']",[2],4
"I think it is ridiculous that people want to deny these rights to a woman. If you yourself do not want to get an abortion, that's good for you. But women should not be denied abortion options based on what OTHER people want. Stay OUT of the lives of OTHER people. Every woman should have the right to do what they want to their bodies. There are thousands of women who get abortions because of personal situations such as rape, financial issues, family issues, health problems, and so on. Pregnancy is a beautiful thing but it can also be a heavy burden placed on some women, physically, emotionally, and/or financially. Every child should come into the world feeling wanted by the mother. With this being said, women should have the right to do whatever they want. Women should have the FREEDOM to make her own choices, regardless how good or bad her actions may be. People should never be denied their rights. And women should most definitely not be denied rights to their OWN body.",2,0,"['environment', 'look', 'hand', 'change', 'mature', 'whatever', 'sexually', 'hard', 'dangerous', 'unstable']",[2],3
"Abortion is not wrong.   The people criticizing and judging people about this is wrong.   At certain cases abortion can be wrong but not all the time.   A women or shall god forbid ""teen"" is pregnant and can not fulfill a good safe life to a child or say she gets raped and gets pregnant., then it is necessary for an abortion.   Or what if two people are really in love and find out they have a kid on the way but they are not ready for one and want to wait.   They decide on abortion.   There is nothing wrong with that.   And for the people that say otherwise are just as heartless as they think an abortion is heartless.   Abortion is not as bad as it sounds.   How can you end a life when it hasn't even started?   If an abortion is what's best for anyone then so be it.   It's not anyone else choice but theirs.",5,1,"['method', 'creature', 'member', 'condition', 'humanity', 'love', 'new', 'great', 'organ', 'good']",[2],6
"In all honesty, almost everyone that is against abortion hasn't had a pregnancy scare. Saying that someone should just ""keep their legs shut"" if they dont want kids is ridiculous. Most people say that had sex before they were ready to have kids and were lucky and did not become pregnant. It can get really heated and when you're filled with hormones you don't think clearly. That doesn't excuse that its stupid, because it can be really stupid, but it is a fact. If someone doesn't want a child why should they be forced? It's their life, their body. Once the cord is cut after birth then it becomes another body but until then, it is one. What about your own children? You won't let them dye their hair, get piercings or tattoos because you think its ""your body"" until they're 18. You all need a reality check.",0,1,"['none', 'shut', 'chose', 'genocide', 'heard', 'love', 'mentally', 'second', 'understand', 'father']",[2],1
In some cases abortion should be considered. If a person is facing hardship and feels like they will not be able to bring up a child; then abortion is a possible resolution. Another circumstance is if someone is raped; the victim will not want to be reminded of the horrific experience they've been through all through their life.,5,1,"['method', 'creature', 'member', 'condition', 'humanity', 'love', 'new', 'great', 'organ', 'good']",[2],6
"It doesn't make any sense that you would take away a woman's right to get an abortion. In many cases, the reason a woman tries to get an abortion is because they were ether Raped or Sexually Assaulted. It is their hope to recover for those kind of traumatic events, including riding themselves of the burden of taking care of the child that was forcibly put inside them. Some people need to understand the situation that many women who are trying to get an abortion are undergoing before they jump to conclusions.

(I am Surprised that nobody has brought this point up)",0,1,"['none', 'shut', 'chose', 'genocide', 'heard', 'love', 'mentally', 'second', 'understand', 'father']",[2],1
"There are two main arguments against abortion that I have seen. The first of which calls upon the bible, and the second of which says that abortion is akin to murder. If this is so, spermicide would be akin to genocide, and every time someone fails to conceive when possible, it would also be considered a murder. As this makes absolutely no sense, I think that abortion should be allowed.",5,1,"['method', 'creature', 'member', 'condition', 'humanity', 'love', 'new', 'great', 'organ', 'good']",[2],6
"Yes it may be ,but so can sperm and eggs those can become children. So jerking off a guy is also killing potential children. To deny a women the right to her body. Also take into consideration the mothers that must have one to save their own lives. The one who become depressed and stuck in mourning.They needed to get one ,and were shamed for saving her own life other than that of a child that was killing her.",0,1,"['none', 'shut', 'chose', 'genocide', 'heard', 'love', 'mentally', 'second', 'understand', 'father']",[2],1
"Its a woman's right to decide what she wants to do with her body. Although I am against the whole concept of getting an abortion, its up to the women what she wants to do. At the end of the day they will be the one physically and mentally harmed.",3,1,"['experience', 'machine', 'happiness', 'ok', 'compromise', 'remember', 'okay', 'able', 'support', 'individual']",[2],4
"I'm a Christian, and although I don't believe its right, that doesn't make it wrong. There are many people in the United States that have different beliefs, and we have to take them into account. This does not qualify as living, technically. We should really be looking at the benefits of stem cells. Other than that, women in this country have a right to choose. Don't get in their way.",3,1,"['experience', 'machine', 'happiness', 'ok', 'compromise', 'remember', 'okay', 'able', 'support', 'individual']",[2],4
I was raised in a religious family where abortions was equivalent to murder but now I think it's all an emotional blackmail to really make you pay for your mistakes. I haven't had one but I don't think I would be bothered either way if I did not want a child I would do what I could not to have one. End of story. Yes that foetus could of been a baby but it hasn't because someone decided to stop it we play an important role in our fate and having a baby just because your pregnant and feel guilty about murder can ruin your life as well as the kids and your relationships with other people. I know I wouldn't make that sacrifice.,0,1,"['none', 'shut', 'chose', 'genocide', 'heard', 'love', 'mentally', 'second', 'understand', 'father']",[2],1
Abortion is a woman's choice. SHE IS THE ONE THAT HAS TO GO THROUGH THE STRESS. The woman may not want to give the baby   away because they have created a bond at birth. Anyway there are way to many people in the world. There is even a one child policy in china. The woman has the right to chose.,2,0,"['environment', 'look', 'hand', 'change', 'mature', 'whatever', 'sexually', 'hard', 'dangerous', 'unstable']",[2],3
"Abortion isn't wrong when the women's been raped - in what world would our loving and forgiving God to ask a woman to carry the child of her rapist? He doesn't care for the damned, the sinners who rape have no rights and so their views cannot be taken into account. Imagine if a young Christian women was suddenly raped by a muslim or black person and she had to carry their child - even God would not allow that. God is understanding, in some cases abortion is not wrong.",1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[2],2
"If you aren't financially ready for a baby or not responsible enough to take care of another life, have the abortion. Especially if you are young and the pregnancy was unintentional. If you have goals that don't include a baby at the moment it's okay to have it ""taken care of"" eventually you'll get over it and at the right time you will have another. We should be grateful some of us are in a society where abortion is legal. Every baby should be wanted or planned. No one should tell you what is right and what is wrong, you have the choice to do what you want with YOUR body.",3,1,"['experience', 'machine', 'happiness', 'ok', 'compromise', 'remember', 'okay', 'able', 'support', 'individual']",[2],4
"Abortion should be allowed; however the problem is that it will end up being abused as an alternative to birth control. There should be certain requirements to undergo the procedure. If the mother of the fetus is a teenager and is unfit to care for a child, she should have a choice than to risk her life birthing it.",3,1,"['experience', 'machine', 'happiness', 'ok', 'compromise', 'remember', 'okay', 'able', 'support', 'individual']",[2],4
"I have my comment on another abortion debate. To sum it up, my choice doesn't affect you in any form of way. Egg yolks aren't a human, they are just cells. All those who say no is selfish, thinking only about themselves and their own beliefs and morals instead of the person that's actually carrying the egg yolk. It's not even a ""baby"" yet until it passes the first part of pregnancy. 

You don't have the right to take away my choice to do what I want with my life. If it's apart of me, its apart of my body, its also my choice what I want to do. It's not about you, its about the mother. Its much more complicated than that as well there's a lot of addition things that goes on with the mother prior and after the procedure. Much more than just saying that the mother is wrong. There is no wrong and right way to live life. There is only choices and consequences. You have no right to tell me how I can live my life or what I can and can not do. You are just a self entitled stranger. 

Stop making everything about you. If you don't want an abortion, than fine, don't, idc. Your choice doesn't affect me, but when you put down females who make this choice, is what pisses me off. Those who never had one will never understand.

My life, My choices, My consequences, not yours.",2,0,"['environment', 'look', 'hand', 'change', 'mature', 'whatever', 'sexually', 'hard', 'dangerous', 'unstable']",[2],3
"If someone doesn't want to have a finger anymore, who's gonna stop them from cutting it off? If a woman doesn't want a child, who's right is it to make her have it? I could see people being against abortions if women just did not use protection and terminated the pregnancy multiple times, but that usually isn't the case, so abortion should always be an option.",0,1,"['none', 'shut', 'chose', 'genocide', 'heard', 'love', 'mentally', 'second', 'understand', 'father']",[2],1
"All woman have rights over their bodies and rights to have an abortion.   What if the woman was raped? What if the woman can't support a child? It costs $300-$800 to have an abortion, $3,500 per hospital stay if you give birth, and $245,340 to raise a child As you can see abortion is much cheaper for people such as teens who can;t afford much. But HEY! It's still up to you. It's our body. It's OUR choice",5,1,"['method', 'creature', 'member', 'condition', 'humanity', 'love', 'new', 'great', 'organ', 'good']",[2],6
"ALL PEOPLE, MEN AND WOMEN, HAVE THE RIGHT TO MAKE DECISIONS ABOUT THEIR OWN BODIES WITHOUT INTERFERENCE FROM OTHER PEOPLE. All women should be able to choose for themselves whether or not they have an abortion. It should be nobody else's decision but theirs. A woman has the right to live her life however she deems best for herself.",5,1,"['method', 'creature', 'member', 'condition', 'humanity', 'love', 'new', 'great', 'organ', 'good']",[2],6
I think that when looking at the issue of abortion we have to keep an open mind and think about all of the situations. I for one have never had a pregnancy scare but I do know that if I was ever raped or if I ever conserved a child in a bad environment I would not look past abortion has an option. No it would not be my first choice but I believe that if the child was going to have a bad life because of my mistakes and my life choice I would not want to bring a human being into that kind of world. I also think that abortion is a hard choice and that needs to be respected. Its not something that anyone takes lightly and when it comes right down to it old men in a conference room should not be the ones making a decision for the entire female population. What would happen if women tried to make such a decision that would impact men that way? I do not think that it would be received the same way abortion is...,1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[2],2
"Women have the right to have an abortion. If men have the right to either pay child support or go to jail and sadly some of them go to jail because, they just don't want to pay. You are saying because there is a baby in them. So what. What if the woman was rape. You are going to force to keep a baby that would probably remind her of a horrible experience. How about we have women keeping this right because, the government feels the need to take away other rights.",3,1,"['experience', 'machine', 'happiness', 'ok', 'compromise', 'remember', 'okay', 'able', 'support', 'individual']",[2],4
"If a young girl gets pregnant even though she was using protection, maybe getting an abortion is the only option? Young girls sometimes haven't grew up enough to be a mother? Having a child is a lot of responsibility and it takes a lot of work! Being young and having a child can stop you from living your life as a teenager, getting jobs, going to school, being able to grow up and go out with your friends and do what your meant to do when your young . If someone got   pregnant and was only a week or so on? Having an abortion is not killing the child because it hasn't had time to develop and grow? Not being able to provide for that child properly! Abortion is no murder if you are not that far on in he pregnancy!!! Obviously its different if you were months into the pregnancy it would be but young girls in high school getting pregnant by accident is not, having a child at that young age can be firstly, bad for there body because its not developed properly as they are young and secondly would you rather have child at 15/16? Or when you have a proper family to provide for the child? Think about it!",1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[2],2
"Fetuses are not full humans but that isn't even the point. Unless you are going the take care of the baby then no one should be able to control a woman's choice about it. No one is going to have an abortion just to feel joy in killing their egg. Like going through pregnancy abortion is also painful. Do you people really think a woman wants to kill her child? If a woman is raped and doesn't want to have to take care of a child by herself that she did not even want, she should not have to. If a 17 year old girl makes a mistake and ends up pregnant, who is anyone else to tell her that she has to stop her life and stop school to focus on a child. The child can be neglected because the mother still is trying to live her young life, or starving because she just can not afford it. Christians are not the only religion in the world and half of them aren't even abiding to their own law so who are they to force a law on someone else??",5,1,"['method', 'creature', 'member', 'condition', 'humanity', 'love', 'new', 'great', 'organ', 'good']",[2],6
"Abortion requires a serious decision, and you have to live with it for the rest of your life, but it is necessary in some situations I think. Less than 2% of people who got pregnant as a teen will get a college degree by the time they are 30 years old. But if they just got the abortion, they would not have to deal with the child and care for it. If that isn't reason enough, I don't know what is.",1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[2],2
