,Unnamed: 0,web-scraper-order,web-scraper-start-url,article,title,stance,perspective
1699,1699,1582733664-12,https://www.debate.org/opinions/is-abortion-right,"My cousin had to get an abortion since the baby is eating her alive, should that mean that she will go to hell? Maybe. What happens to the babies once it's delivered and gave to an adoption agency- do you think all kids will have a loving home? If their lucky but it's not too common. Being born and being neglected is as good as being aborted.",Is up to the person,for,[11]
1700,1700,1582733723-90,https://www.debate.org/opinions/should-abortion-be-legal,"Abortion should be legal because some it's not some people faults like some people get raped, and get pregnant, and their nor ready to accept that responsibilities, also it shouldn't be legal because your just killing a life, why when a man kills someone they go to jail but when a doctor kills a baby no body does anything.   Even though people go by my body my choice, if I told someone kill me and they do they would go to jail but if a women says kill my baby and the doctor do, nobody does anything about it!",It's in Between,for,"[16, 24]"
1701,1701,1582733723-284,https://www.debate.org/opinions/should-abortion-be-legal,The parent or parents should have the option to choose if they want to keep it or if they don't want because you never know but also they also can give it up for adoption and so that why they can choose if they want to be in their child life or not.,I think it should be legal.,for,[2]
1702,1702,1582733723-118,https://www.debate.org/opinions/should-abortion-be-legal,"A baby should not be able to come in the world unwanted.   A woman should have the right to not have baby. VAGINA CANCER IS MORE COMMON WHEN YOU GIVE BIRTH.   If you are a teen mom, you might not have all the nutrients and the vitamins to form a healthy child",We need to have own right to do whatever we want without people judging you,for,[11]
1703,1703,1582733723-172,https://www.debate.org/opinions/should-abortion-be-legal,"For one:
God has not got your back. Stop saying that it's god's will, because that simply makes you sound like a bigot. There are other religions as well, you realize that, right? It's not all god.

Two:
A woman should have control of her body. I hear many people saying that she should pay for her mistake. Not only is this a completely horrible thing to say, but think of this: You get an answer wrong on a test. Maybe you did not get a job from a job interview. These are both mistakes. But should your entire life be ruined because of it? Of course not. Neither is it with a child. 

Rape:
I hear some people saying if you are raped to give the baby away. Not only is this also a completely bigoted thing to say, but when a mother has a baby her brain feels a rush of chemicals saying, 'keep it. Keep it'. Also, why should she have a baby in her womb for nine months filled with horrible memories? Why would you put her through that?",Abortion case 101,for,"[2, 11]"
1704,1704,1582735052-2278,https://www.debate.org/opinions/is-abortion-wrong,"Women have a moral right to decide what to do with their bodies.
The right to abortion is vital for gender equality.
The right to abortion is vital for individual women to achieve their full potential.
Banning abortion puts women at risk by forcing them to use illegal abortionists.
The right to abortion should be part of a portfolio of pregnancy rights that enables women to make a truly free choice whether to end a pregnancy.
http://www.Bbc.Co.Uk/ethics/abortion/mother/for_1.Shtml",Its the womans choice,for,[2]
1705,1705,1582735052-2218,https://www.debate.org/opinions/is-abortion-wrong,"We don't live in a stone-age society where women can't have their own rights. It's a fetus, for crying out loud. Not a baby. It doesn't think or feel. Kind of like chopping down a tree, which, funnily enough, is what the conservatives support. And enough with the ""it's MURDER"" argument. Murder is defined as ""ILLEGALLY"" killing. Abortion is LEGAL. Get your facts straight.","It's 2013 AD, not BC.",for,[3]
1706,1706,1582735063-2700,https://www.debate.org/opinions/is-abortion-bad,"If it was an animal we wouldn't mind. At that stage a developing child is that, developing. Without any input there is nothing going on, no real thinking like we have. It is up to the parents at all times and no one should really do anything more about it. As much as it sucks to say our planet is so overpopulated banning abortion would be silly. The next time there is an abortion think about the child who is already born and now can still eat because there's not 10 more mouths to feed every day.",No and for good reasons,for,[14]
1707,1707,1582734972-1959,https://www.debate.org/opinions/should-abortion-be-illegal,"Abortion should be legal because what if the woman was either raped, doesn't have the money to support the child , doesn't have much support by the male, etc. The baby isn't exactly born yet. It's still a fetus. I believe if the baby was born , it should definitely be considered murder if the baby was born and was killed. However, the baby is still inside the mother's stomach. Abortion should be legal. It's the woman's body and choice.",It should be legal,for,"[3, 2]"
1708,1708,1582735052-2472,https://www.debate.org/opinions/is-abortion-wrong,"An unwanted child results In more harm than worth. It can destroy so much and what does it archive then? Nothing, That doesnt mean that unwanted children always have it bad but they do have it harder. 

Abortion because of medical reasons is always a right.   And abortion up to approximately 20 weeks can be done without much emotional concern. I do want the the child to live but not in such bad circumstances. Abortion is the last line of defense, contraception and education are the first lines!",Its sad but not wrong.,for,[11]
1709,1709,1582734972-1951,https://www.debate.org/opinions/should-abortion-be-illegal,"It's my body and I have the rights to it. If we can't control our body, then that strips us of our rights. If its illegal, it's still going to happen. Do people do drug? Yes. Is it illegal? Yes. It's not murder unless its outside the body. It's my body my right. If we aren't ready for a baby why should we have to.",My body my rights.,for,[2]
1710,1710,1582735052-2323,https://www.debate.org/opinions/is-abortion-wrong,What if the woman was brutally raped? The baby will be a reminder of that terrible time. Should she be denied abortion then? What if the woman is not financially ready to support a baby? We need to consider these factors when deciding if abortion should be allowed or not.,Abortion is okay but only under certain circumstances.,for,"[11, 10]"
1711,1711,1582734972-2167,https://www.debate.org/opinions/should-abortion-be-illegal,"Let me begin in saying that the day someone else rules my right to bear a child is the day I wish to no longer be a member of society. While I am prochoice, I don't believe it's morally correct to have sex constantly unprotected and then, after, have an abortion (sexually transmitted diseases, unhealthy, etc.) With that being said, rape victims, incest victims, teens, or those impoverished should not, under ANY circumstance, be forced to conceive a child against their choice. There is no further discussion beyond that. It would be INHUMAN to force the responsibility of another life on someone who is unprepared/inadequate for such an immense task (that's okay! Not everyone is meant to be a parent, or maybe just not right now!) And isn't it ironic that hundreds of thousands of people march for this 'cause' and preach of the endless families awaiting your soon-to-be child that will gladly take them in. Yet, isn't it ironic that they all shudder at the thought of raising one of these teenager's babies? Seems like a larger than life task to ask of someone, huh? Stop harrassing people, abortions are hard for those who make the decision too, but the right choice isn't always easy.",Ethics of Creation,for,[2]
1712,1712,1582735052-2197,https://www.debate.org/opinions/is-abortion-wrong,"Women should have the right to decide what is best for their childs future. If they cant take care of the baby, they might not want their child to go to a foster home, because they wont have a real family and they could live their life feeling unwanted. This is just an example, but its their lives and everyone has a right to do what they feel is best. Do you all have a problem with spaying and nuetering animals?",For their future.,for,[11]
1713,1713,1582735052-2358,https://www.debate.org/opinions/is-abortion-wrong,"Abortion isn't wrong! What happens if someone is raped or did not want a child? What if they were forced? The moment those children are born, Those children are most likely gonna be abandoned and thrown into the orphanages, It'd be a living hell knowing that your parents left you. And if you said that the parents would take care of them, It's a very slim possibility! 

If you're saying that abortion is wrong because it's killing the children, Think on another person's perspective people. As the mother who was forced to have a child or the child who has to be an orphan. Even if the child 'moves on', They'll keep on wondering and thinking that they weren't worth it because their parents left them",It just isn't,for,[11]
1714,1714,1582735052-2340,https://www.debate.org/opinions/is-abortion-wrong,"If I die, no one can legally take my organs unless I have given consent because of my right to body autonomy.   EVEN IF IT WOULD SAVE SOMEONE ELSE'S LIFE YOU CAN'T TAKE ORGANS FROM MY DEAD BODY.   
So if someone says that women can't have abortion because there's a bunch of cells growing inside her that in several months could be a human being, they are saying she deserves less control over her body than a dead person.",I have Body Autonomy,for,[3]
1715,1715,1582735052-2276,https://www.debate.org/opinions/is-abortion-wrong,"First and foremost, let me say that I am pro-choice, and for the record, I don't believe that abortion is a topic that men should be at the forefront of debating. But, let me also be clear, I don't support abortion itself across the board, but I support the right for the woman to make the decision one way or another.

I don't support people using abortion as a sadistic birth control method, but as per the law (Roe v. Wade), they have the choice to do so or not. To me, removing that choice is a violation of human rights. In cases where the woman is at risk or the quality of life for the child would be below a respectable means, then yes, if you decide to, abort the fetus. Most abortions are early term (or would be early term if certain factors did not come into the fold), so the part of this argument lodged by many Conservative political and social leaders about the ""frequency of late term abortions"" is inflated and without any concrete facts. But, keep in mind, I'm not saying it NEVER happens, just that the frequency is skewed during debates, especially at Federal and State legislative levels.

I also don't believe that it's murder. The child has not been born, so you can't actually commit murder unless the person being murdered is living. As you can probably deduce from that statement, I don't believe life begins at conception, especially since there is almost no chance a baby can live outside of the womb before the onset of the third trimester. It's a similar stance I have on the right to die. A fetus (pre-third trimester) is completely dependent on the mother for survival, much like Terri Schiavo, for example, was completely dependent on machines for survival.

As I said before, it's a much more complex debate than just: is it murder or not? In my personal conviction, no.",Can't Be Summed Up This Simply,for,"[1, 3]"
1716,1716,1582735052-2490,https://www.debate.org/opinions/is-abortion-wrong,"A lot of people think of fetuses as a human life, I disagree. What makes us human is that we are capable of advanced thought, we are as a species self aware. Fetuses do not possess human self awareness, so ultimately I don't see any difference to killing a fetus, and killing a cow or chicken. If you don't want to have the baby, why not abort?",Fetuses aren't self aware,for,[3]
1717,1717,1582735052-2430,https://www.debate.org/opinions/is-abortion-wrong,"Sometimes it's the only option and that option should always be available. Yes, there are other options but sometimes abortion is the best one to fit a person's needs. Pro choice doesn't mean we want to kill all children, it means we support the option being available for the people who need it. You can't force your morals on others.",Sometimes it's necessary.,for,[2]
1718,1718,1582735052-2630,https://www.debate.org/opinions/is-abortion-wrong,"It's inside HER body. The fetus has a heartbeat, well so does women. As soon as a woman gets pregnant you might as well turn them into baby making machines. One day women are going to go on strike and refuse to have babies until all this drama stops.
When will pro lifers learn you can't force a women to go through pregnancy and have a baby just because she made a mistake, got raped, or the condoms failed. If you have such a problem with it, instead of complaining and trying to take away women's rights, get rid of abortion and make something new. Something new that doesn't force the women through pregnancy and that doesn't kill babies. Make a machine that will take the fetus from the women's body and make it into a baby. Stop trying to force women to have babies. Even if it is illegal, women are just going to get someone to punch their stomachs, smoke and drink to kill it, or do illegal abortions. You can't force women to keep babies! Women are just going to find a different and unsafe way to get rid of the baby. Making abortion illegal will fix NOTHING. More women are going to die trying to get rid of unwanted babies or just committing suicide(to get attention to women's rights) or go on strike to stop",Common sense NO,for,[2]
1719,1719,1582735052-2201,https://www.debate.org/opinions/is-abortion-wrong,"I think the anti abortion folks think that abortion is something a woman would resort to frequently almost as a form of birth control, but that's complete nonsense. There are many contraceptive options out there abortion would be a last resort, imagine being a rape victim and finding out you're pregnant, would you want to give birth to that kid? What I find interesting is that the anti-abortion people are often the same people who do not want big government interference but want the same government to have jurisdiction over a woman uterus.",NO! Women have the right to choose,for,[11]
1720,1720,1582735052-2517,https://www.debate.org/opinions/is-abortion-wrong,"If there is an unfair mother like a drug addict do you think that child is going to have a fair life? No. Also teen pregnancy, rape, accidents, its the woman's body it should be her decision whether or not she wants to keep the baby. Abortion is a legal option. Its not illegal so why take away this choice? Some couples may need it, adoption is not always an option.",Depends on the situation,for,[11]
1721,1721,1582735052-2531,https://www.debate.org/opinions/is-abortion-wrong,"At the early stages of a fetuses development, it is pretty much an organ of the mother, not it's own entity.
It requires the mother's blood, the mother's food, the mother's water. It is pretty much- the mother.

It has no nervous system- it cannot feel pain.
It has no mind- it cannot comprehend or articulate its own death, or it's own existence for that matter.

The only thing you steal from a fetus with an abortion is it's future.
But there is no suffering, and it cannot understand what the future even is.","Early abortions (not late ones, mind you) are not really murder.",for,[3]
1722,1722,1582735052-2460,https://www.debate.org/opinions/is-abortion-wrong,"People who are pro choice will most likely argue that yes, there are many circumstances under which abortion can be justified. For example, they would argue that a woman who is struggling, with no job or no husband should not have to put the baby into there situation and further trouble the mother. Also, what about the mothers who’s life’s are at risk. Would you realy want to put them in harm’s way so they can bring new life but lose another? Or what about if neither the baby or the mother come out alive. Is that justice? As proven the case in Northern Ireland where a mother was denied an abortion and she and her baby fell to their graves nine months later over 70% of people believed that was wrong. Was that justice? Pro lifers will say abortion shouldn’t be used if you can support the baby. Is it not right to abort the baby because the mother simply doesn’t want it? Or does she then have to discomfort her life to bring up that child she never wanted. And every time the child makes a mistake she might overreact. Also, what happens if she then further abuses the child? That poor child which could have been spared all this with an abortion but instead has to live crying every night in pain and suffering.",Thers nothing wrong with abortion,for,"[9, 6, 11]"
1723,1723,1582735052-2548,https://www.debate.org/opinions/is-abortion-wrong,"If it in the first few months before the fetus gains brain function, yeah it is fine. It is not a life at that point. And that is my opinion, but the thing is, is that if the fetus is growing inside of me, that is my choice. If it is growing inside of you, that is YOUR choice. Yeah, it may be immoral to some people, and I can't say I totally 100% disagree, but you have to let people make their own choices and stop forcing your ideas on them.",If it is early,for,[2]
1724,1724,1582734972-2083,https://www.debate.org/opinions/should-abortion-be-illegal,A woman could be raped and not be able to support her child finatially or emotionally. You all are monsters if you believe you should give a child a shitty life. Maybe you don't want you first child to be given up for adoption and you want to keep them to yourself.   You are all dicks and can die in hell cozy it's not murder until the foetus does not have a heart beat until 28 weeks,You all are fucktards,for,[11]
1725,1725,1582735052-2372,https://www.debate.org/opinions/is-abortion-wrong,"I'm neither against these two options but abortion is not murder I'm telling you this is not murder as it might seem as it is, nobody can just bring up Hitler and saying he would be proud of killing those fetuses because there not real human yet unless your killing a 4-10 year old child that would be considered murder, now saying this IT IS THE MOTHERS CHOICE now lets give you an example lets say your a good student in school and you get pregnant by your boyfriend and really want to focus on school and not worry about the child feeding it buying it diapers and stuff like that you have no other choice but to put it up for adoption or getting an abortion and abortion I think would be better just for the mother because giving it up for adoption is just thinking 'oh I wonder how my son/ daughter is doing' that would just bring grieve and by bringing up 'oh the child hasn't even felt wind on its face' is just plain wrong if you don't like the idea of abortion don't think about having sex at a young age and let the mother decide if she wants to have a child or not",Right to have a choice,for,[2]
1726,1726,1582735052-2465,https://www.debate.org/opinions/is-abortion-wrong,"Killing babies is bad i know, but that doesnt mean you can force a woman to go through pregnancy if she doesnt want to.   Also its a parasite. As soon as a womans pregnant, everyone just forgets about the woman and is focused on the fetus, you might as well lock women up and use us reproducing",No no no,for,[2]
1727,1727,1582735052-2320,https://www.debate.org/opinions/is-abortion-wrong,"Life as we conceive it is merely stimuli we receive from the world with our senses. The fetus does not have any senses upon conception, I don’t know when it does develop these senses, but to say it is murder as soon as it conceived is ridiculous.

Is it has never experienced a thought or received stimuli so it is for all intents and purposes nothing but a blob of stem cells.

Even after a few months lets say, and the fetus has developed some basic senses, it has no higher order thinking or coordination, how is it any different from an animal, we kill lots of animals without care, why not this human that has no more abilities than an animal",Without senses could it possibly know anything?,for,[3]
1728,1728,1582735052-2200,https://www.debate.org/opinions/is-abortion-wrong,"If a fetus is a person, then it is a potential criminal.

Yeah, I said it.

Why?

""You have the right to do whatever you want as long as you do not violate another person's right to do whatever they want.""

The fetus is violating the woman's right to bodily autonomy. Contrary to popular opinion, sex is NOT CONSENT TO PREGNANCY. It just isn't. So get that through your thick heads.

If the woman consents, then all is well. If the woman does NOT consent, then abortion is her only option.

Also, if you are pathetic enough to use pregnancy as a punishment for people who have sex, then you don't deserve to live in polite society.

That said, I do not believe that fetuses are ""persons"". I am pro-choice very simply because the right to bodily autonomy is the most important right in the world, period. Women have that right, and deserve to exercise that right at ALL TIMES, period.

I am also not a woman and will never get pregnant.

Who wants to bet that if men could get pregnant, not only would abortion be legal, it'd be a right of passage.",The Right to Bodily Autonomy Doesn't End with Sex,for,[3]
1729,1729,1582734972-2011,https://www.debate.org/opinions/should-abortion-be-illegal,"Whether or not I would have an abortion is entirely different than whether or not a 70 year old white man should get to decide for me. I am not a christian and I never will be, so make illegal for christian's but a blanket statement for everyone is uncivil. Dangerous abortions will always take place unless we can provide safe, medical help.",My body is mine.,for,[5]
1730,1730,1582735052-2454,https://www.debate.org/opinions/is-abortion-wrong,"If you aren't ready to support the baby then its not the right time. And if some of you read this then you might think adoption, but if the mother wasn't ready to have a baby then there is no way that she is emotionally ready to single handily   give her baby away",Its your choice,for,[11]
1731,1731,1582735067-2704,https://www.debate.org/opinions/do-you-think-abortion-is-wrong,"It seems wrong (although I am not religious) to have abortion on-demand. There is something that feels... Upsetting (maybe its just me). However, this is one of the most touchy topics in America and it often sparks the classic left-right debate. 

In my opinion I only think its justified if she was raped or faces death if she does not have an abortion.",I only agree to limited circumstances,for,[11]
1732,1732,1582735067-2710,https://www.debate.org/opinions/do-you-think-abortion-is-wrong,"What is that child only had 2 weeks to live, and the whole time they would be in pain. Or if the mother would die giving birth to that child. Yea, they wouldn't know what its like to have a family or to live, but its better then suffering for your whole life, put your self in the situation where your mother is about to give birth to your baby brother. You soon find out that you mother could die if she gives birth to your baby brother. What would you do? Or you find out that your brother has a mental disease where your family would have to drop everything to take care of your baby brother when he would soon die due to brain damage.",Abortion isn't murder. Have you ever wondered why the abortion is happening?,for,[6]
1733,1733,1582735069-2722,https://www.debate.org/opinions/is-abortion-the-same-morally-as-murdering-a-child,"Actually, I think the entire discussion of abortion is going in the completely wrong direction when it's based around some arbitrary notion of when something can be considered a human being. I think what talking points really matter here is whether it causes suffering to sentient beings and what it contributes to the world. 

So, does it cause suffering? Well, if you listen to the folks who shout that it's murder and then carry on explaining everything in explicit detail, then I guess it does. But, you know, speaking as the guy who brings up '56 billion' on virtually every single topic I visit, I can honestly say that I never have to resort to going too much in detail how animals suffer when I try and make my points and there's no reason for me to accept that these people who utilize appeal to emotion are credible.

Sorry, but if both sides claim something that's factually conflicting, I'm going with the one that doesn't have fundamentalist loonies which have done a lot to destroy their credibility with me.

Now, does abortion contribute anything to the world? Well, this whole notion of 'women being able to do what they want with their body' is a nice little sentiment, but if it causes suffering I honestly don't think someones sense of entitlement permits them to do 'whatever they want' simply because they happen to be a human being. So, if this being were to feel pain, I think we'd need a more legitimate reason.

Oh wait, I got one. Well, I mean, I've got a more legitimate reason than why all of you folks eat your hamburgers and your omelets do anyway -   because abortion is a legitimate means to reduce our massive population of 7.7 billion people. This reasoning goes far beyond selfish whims, appeals to emotion and these ultimately pointless notions of humanity. We need to take measures in controlling our population; that is absolute.","'I don't call it an omelet, I call it an abortion!' - George Carlin",for,[14]
1734,1734,1582734972-2032,https://www.debate.org/opinions/should-abortion-be-illegal,"All these arguments about whether it's murder etc., has anyone thought about the fetus itself? Over 22% of abortions are for medical purposes, such as the child may have down syndrome, physical deformities, mental incapacitates, diseases, etc.. Consider once the child grows up, lets take the example of Down Syndrome. By not aborting it, you're forcing someone to live with that for the rest of their lives. Would you really want to have to live with a debilitating syndrome, be a social outcast your entire lifetime? No. Besides preventing a potential child from being forced to live with a physical disorder, there's also the abortions that are done for the reason that the mother will not be able to support the child. It wouldn't be fair to force the child into a life where they are neglected. You're probably thinking ""it's also not fair to take its life"". Well, it can't speak, hardly think, it doesn't have a choice. Therefore a choice has to be made, and if abortion is decided, there is nothing wrong with that, because they're simply protecting it from something it would be forced to deal with its entire life. Finally, population size. We already have way too many people on this earth. Running out of water,   we will run out of food by ~2050, and so will a few less people really be that bad?","Many abortions are for medical reasons, and should be legal",for,"[14, 8]"
1735,1735,1582735052-2293,https://www.debate.org/opinions/is-abortion-wrong,"1. The growth of an embryo is rapid and constant during its time in the womb.
2. By standard, pregnancy is 40 weeks (with general variation)
3. 95% of abortions occur during the eighth week
4. A newborn is universally considered human, and is our closest reference point in relation to an embryo
5. Therefore after the typical 40 week pregnancy the﻿ embryo is 100% human
6. Since abortion typically occurs at the 8th week, the embryo in question would subsequently only be 20% human.",Abortion isn't murder.,for,[3]
1736,1736,1582735052-2221,https://www.debate.org/opinions/is-abortion-wrong,"If you are a man.. Stay out of this debate. You cannot control a women's reproductive rights and body. The government, religion and all men just need to stay out of the abortion debate. It is proven that by legalising abortion there will be a lot less deaths from illegal backyard abortion. Think about that.   It is my body and every woman should chose what to do with it. And for those of you who say it is murder... The fetus is called a fetus for a reason? It is NOT ALIVE IT IS NOT HUMAN.",Abortion is a basic human right,for,[5]
1737,1737,1582735052-2266,https://www.debate.org/opinions/is-abortion-wrong,"Please stop using religion as an excuse. Just because you believe we'll go to hell if we abort, doesn't mean we will or we think the same.   People who choose to abort are making a private decision, similar to those who choose to believe in god. People using the religious argument, think about how you would feel if people were trying to make your choices for you, like if they were telling you to not believe in god, or believe in a different god. 
And if someone couldn't get an abortion because it got outlawed, there life would be ruined as they would have to give up everything to care for their unplanned kid, or the kid's life would be ruined when they get put up for adoption. Maybe you're ""saving lives"" but your also ruining them. And while you're at it, stop trying to force your religion on other people.",Offensive to god? Saving lives? Really?,for,[2]
1738,1738,1582735052-2506,https://www.debate.org/opinions/is-abortion-wrong,Abortion is not wrong though women should be very careful to avoid unplanned pregnancy. There is nothing wrong with not wanting to be a mom. Abortion is not wrong when women get pregnant because they were raped. Everyone has a choice to make even if they end up regretting it later in life.,Abortion is not wrong,for,[11]
1739,1739,1582735052-2582,https://www.debate.org/opinions/is-abortion-wrong,"Abortion isn't wrong because you don't know that woman's background and what that woman has been through to get pregnant
How do you know she hasn't been raped? How do you know she hasn't been forced to have sex with no protection? How do you know she has used contraception it just hasn't worked? How do you know she isn't ready for a baby?

That woman may have been raped or forced therefore she may decided that it's best for her and her baby to have an abortion. Yes people will say she could've put it up for adoption and in the future that child will want to find her/his real parents and they find the mother, what will she says about the dad? If she gives birth to the child she may get an emotional attachment therefore will not be able to put her child up for adoption even though that child will be a constant reminder of what happened!

The woman might be young and have used contraception but it just hasn't worked, she might not want to devote herself to a child at such an early stage in her life! It may even be any aged woman that contraception hasn't worked and they aren't ready for a child and don't have the ability to support that child and just doesn't want to go through the pain for something she doesn't want!

If the woman just doesn't want a baby and got pregnant by accident she may just want to do it for that reason and yes people will find this selfish however it may be really hard for that woman to have an abortion so people shouldn't judge others life choices!

Lastly, the foetus isn't a baby yet and hasn't developed any human features!",Abortion isn't wrong!,for,[11]
1740,1740,1582735052-2408,https://www.debate.org/opinions/is-abortion-wrong,"While the unborn embryo or fetus has no choice if it is born or not, the   mother does have a choice if she has to endure the pains of birth and motherhood. The mother can do something about it, and not every mother will abort their pregnancies, and it is not a cheap form of contraception.   By limiting a woman's choice for something without a choice, you are further subjugating women under men.",It is called Pro CHOICE,for,[2]
1741,1741,1582734972-2075,https://www.debate.org/opinions/should-abortion-be-illegal,"Many people think that because I was adopted I should be pro-life because I could have been aborted, but I remain pro-choice because I would never have known about my life if I was. If it would have made my biological mother happier, then ultimately it would be fine with me because it's her body that was holding me and her life that would have been altered if she kept me. Although adoption is a choice, there are thousands of children out there without any parents, still waiting to get adopted, and some are very unhappy because of it. I'm aware of the consequences that can come with abortion, but keeping the baby/having the baby adopted isn't for everyone, just like abortion isn't either.","Her body, her choice",for,[11]
1742,1742,1582734972-2008,https://www.debate.org/opinions/should-abortion-be-illegal,"There are many arguments that can be made supporting abortion, including the right of a woman to do what she wants to her own body, and the necessity of abortion for the woman's health in many cases. However, even putting all of those arguments aside, abortion is something that is going to happen whether it is legal or not, and being able to have a safe abortion in a legal facility is important for safety and health reasons.","No, women should have access to safe, legal abortions.",for,"[2, 6, 5]"
1743,1743,1582735052-2287,https://www.debate.org/opinions/is-abortion-wrong,"No, abortion is not wrong. Because, what if you got raped or something? And you can not keep that child? What are you to do now? Because, you can not keep that baby, or fetus. What ever you want to call it. But, you can't keep it. Cause, it is just not nesasary to keep a baby that you having KNOWING you got RAPED!","No, aborion is not wrong at all!",for,[11]
1744,1744,1582735052-2670,https://www.debate.org/opinions/is-abortion-wrong,"I think that in certain circumstances abortion should definitely be legal and a viable option. However, there is a moral question of aborting just to abort. 



I will say that in the case of rape and when the mother's life is at risk, the woman should definitely have an option of abortion.",In certain circumstances,for,"[11, 6]"
1745,1745,1582735052-2561,https://www.debate.org/opinions/is-abortion-wrong,"Well duh it's murdering deal with it. I believe in killing fetuses and this is why you should too: If you disagree with me, then I better never see you be killin' them creepy crawlies in your house ever.   That's a form of murdering. That's a life! Hmm what's what? Humans are different you say? Oh please, as if the world revolves around humans. Wait it pretty much already does because humans are overpopulated! We are lacking resources, and there's just too much of us so why are we so big on saving fetuses but killing bugs as if it's no big deal? Imagine growing up knowing your dad raped your mom and that's how you got here, or that your mom never wanted you alive at all. According to the ""yes"" arguments, something beautiful can come out of that LOLOLOLLL yeah I agree flukes do happen but is it really worth it to save that one beautiful life by letting thousands of fetuses be born and be miserable? GREATEST GOOD FOR THE GREATEST NUMBER GUYS.   Your environment shapes you. Stop miserable lives before it's too late. Let's face it, you don't matter, I don't matter, who cares. Nothing matters. Except maybe, if you are able to experience happiness, the things that make you happy, which for me, is getting rid of miserable people asap. And if God said no to abortion, well too bad there's no such thing as a God please wake up. Even if a woman is gonna have sex with guys just to have babies so she can abort it for fun, then firstly, she CREATED THE FETUS HERSELF. IT'S ONLY RIGHT THAT A WOMAN CAN DO WHATEVER SHE WANTS WITH THE FETUS. IT IS ONLY THROUGH BIRTH THAT A BABY BECOME A PRODUCT OF THE ENVIRONMENT and the society. Secondly, to be real frank it's none of your business go mind your own business please.","Lol all the ""yes"" arguments are basically the same thing. i.e. OMG MURDER OH NONONO!",for,"[14, 2]"
1746,1746,1582735052-2376,https://www.debate.org/opinions/is-abortion-wrong,"Abortion is not wrong. You aren't murdering a human child. It's stopping the growth of the cells from forming into a baby. Hence, the term abort, which means stop, not kill. A woman should have the right to do what they want with their bodies. No one should interfere with it but the woman and her mate. If she feels she's not financially ready to take care of a child, or it was caused by rape, why should she keep it? You might use the excuse of ""then she should just give the child up for adoption"" but there are millions of kids who are struggling because of that. Not every child gets adopted, and it's a hard thing to go through. If you care about keeping the child so much, why don't you guys take every single child that is on the brink of getting aborted? Right. Because you guys won't be able to handle it either. You shouldn't intervene with a mother and her pregnancy. You did not help conceive it so don't bring your voice into it. If you want, you can conceive your child and bring him or her into this world but do not criticize any one else. I'm not saying that I'm for aborting every pregnancy but if the woman wants to, then she has all right to. It's hers. She made it. It's in her body.",It's not wrong.,for,"[2, 3, 11]"
1747,1747,1582735052-2485,https://www.debate.org/opinions/is-abortion-wrong,"Leaving the religious fanaticism out of this discussion where it belongs, it seems as if the main argument the affirmative relies on includes a definition of an unborn child as being alive, in a manner comparable to fully functional adult humans, simply because they have the potential to become fully functional humans, should everything go right in the next few years of development

What makes human life so precious is our self awareness:   the mental capacity to perceive stimuli, organize thoughts about it, communicate how we feel about things, and plan a future for ourselves. It is these very traits which make murder so reprehensible, as murder interrupts these mental aspects of a human being. Murder is wrong because you are ending mental processes which have already had time to develop into a personality. This is not the case for fetuses, as they will not be capable of a comparable degree o mentality until around age 2-3 and even then it will only be in the very beginning stages of development. Saying life begins at conception is ludacris, and merely a technicality; fetuses can't even perceive pain. As a matter of fact, an aborted fetus will never have any idea what happened to it. The fetus will literally experience nothing. It has lived in a vegetative state with no degree of self awareness or self worth (the very things that make murder wrong). Sure, a fetus has the capacity to develop mentally, but just because something has the potential to be just classified the same as me at some point does not mean they are classified the same as me now. A sperm cell has the capacity to become a human, so why wait until conception for it to be deemed sacred?   How is male masturbation different from abortion based on the definitions of humanity provided herein?

One final point, the world is in a state of overpopulation, and this problem is expected to get exponentially worse in our lifetime. If every woman who got pregnant when they weren't prepared to offer a child a respectable growing environment, there would be even more impoverished children leading less than admirable lives and contributing to the over exhaustion of global resources. 

The affirmative stance seems to have an overarching regard for ""life"" as being sacred, to the point where even suggesting the notion of non-
Life as a preferable alternative to certain situations is considered morally reprehensible. In some situations, preventing a child from having a miserable life (be it in a family unfit to raise a child, an orphanage, or some other terrible situation) is better than essentially forcing an individual into a life which no sensible person would choose over simply not existing at all.   If you aren't prepared to give a child the kind of life any human needed to become a functional human being, don't have a child.   Even if you've already started the process, it isn't too late.","Mental Functions are most defining aspect of human life, overpopulation is an issue, and abortion is NOT murder",for,"[14, 3, 4]"
1748,1748,1582735052-2471,https://www.debate.org/opinions/is-abortion-wrong,Not at all! Women are the carriers they are the one who will take care of their child.A woman has a right to decide whether she wants a baby or not. Who are we to say that don't go   for abortion?No mother would want to kill her baby. Plz stop such interfrences.,It is her choice not yours.,for,[2]
